mal_id,title,title_japanese,url,image_url,type,status,score,scored_by,start_date,end_date,synopsis,rank,popularity,members,favorites,genres,studios,themes,demographics,source,rating,episodes,season,year,producers,explicit_genres,licensors,streaming
393,Escaflowne,エスカフローネ,https://myanimelist.net/anime/393/Escaflowne,https://cdn.myanimelist.net/images/anime/1539/94517.jpg,Movie,Finished Airing,7.05,33418.0,2000-06-24 00:00:00+00:00,,"Hitomi Kanzaki is in a very depressed mood. She only wants to sleep and fade away. Her misery summons Lord Folken who sends her to Gaea. The people of Gaea think she is the Wing Goddess, who can call upon the legendary Dragon Armor called Escaflowne. On Gaea, King Van, the sole survior of the White Dragon Clan, is also in a depressed state. Swearing an oath to get his revenge on the Black Dragon Clan that obliterated Van's kingdom, he lives by the sword. Now that the Wing Goddess has finally appeared, she posseses Gaea's world fate in her heart. Escaflowne will either lead Gaea to peace or total ruin.

(Source: ANN)",4261.0,2719,76831,237,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Bones', 'Sunrise']","['Isekai', 'Love Polygon', 'Mecha']",[],Original,PG-13 - Teens 13 or older,1.0,Summer,,"['Atelier Musa', 'Omnibus Promotion']",[],"['Funimation', 'Bandai Entertainment']",['Crunchyroll']
48997,Fantasy Bishoujo Juniku Ojisan to,異世界美少女受肉おじさんと,https://myanimelist.net/anime/48997/Fantasy_Bishoujo_Juniku_Ojisan_to,https://cdn.myanimelist.net/images/anime/1430/120065.jpg,TV,Finished Airing,7.12,90698.0,2022-01-12 00:00:00+00:00,2022-03-30T00:00:00+00:00,"Since their days as students, Tsukasa Jinguuji has had incredible luck with women due to his good looks; Hinata Tachibana has had almost none, overshadowed by Jinguuji's brilliance. However, while Jinguuji has never shown interest in the opposite sex, Tachibana is always desperate for a girlfriend. Despite their polar differences, they continue to be best friends even in their thirties as salarymen. 

One night, the two are returning home from a mixer where Jinguuji was the center of attention as usual. In his drunken rambles, a frustrated Tachibana inadvertently wishes to become a beautiful girl with irresistible charm. As if the heavens were listening, a goddess suddenly shows herself before Jinguuji and Tachibana, transporting them to another world to defeat the Demon Lord and simultaneously granting Tachibana's desire.

Tachibana—now in the body of an impossibly perfect woman—has become so attractive that even Jinguuji is captivated. Moreover, Tachibana grows aware of Jinguuji's stunning appearance, finally understanding his popularity. Before they fall in love with each other, the duo must complete their mission or risk remaining prisoners to their infatuations forever.

[Written by MAL Rewrite]",3893.0,1335,199785,856,"['Adventure', 'Comedy', 'Fantasy']",['OLM'],"['Isekai', 'Magical Sex Shift', 'Parody']",[],Web manga,PG-13 - Teens 13 or older,12.0,Winter,2022.0,"['TV Tokyo', 'bilibili', 'Cygames', 'Bit grooove promotion', 'Bushiroad Move', 'Music Brains']",[],[],"['Crunchyroll', 'Ani-One Asia', 'Animax Korea', 'Bahamut Anime Crazy', 'Bilibili', 'CatchPlay', 'Laftel', 'MeWatch', 'Sushiroll', 'Viu']"
41497,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Fate/Grand Order -終局特異点 冠位時間神殿ソロモン-,https://myanimelist.net/anime/41497/Fate_Grand_Order__Shuukyoku_Tokuiten_-_Kani_Jikan_Shinden_Solomon,https://cdn.myanimelist.net/images/anime/1507/114957.jpg,Movie,Finished Airing,7.73,35638.0,2021-07-30 00:00:00+00:00,,"After battling their way through all seven Singularities, the Chaldea Security Organization has finally arrived at the endpoint of the Grand Order: The Final Singularity, Grand Temple of Time: Solomon. Now is the time to defeat the root of all evil, Solomon, the King of Mages. Now is the time to reclaim the future. With the final operation looming large, Romani Archaman considers the choices he will soon have to make, Mash Kyrielight dwells on life's limitations, and Fujimaru prepares to receive a new Mystic Code. All their many encounters have led to this moment as Fujimaru and Mash at last embark on their final operation...

(Source: anime.fate-go.us)",1263.0,2557,85005,399,"['Action', 'Fantasy']",['CloverWorks'],['Isekai'],[],Game,PG-13 - Teens 13 or older,1.0,Summer,,"['Aniplex', 'Notes', 'Delightworks']",[],['Aniplex of America'],[]
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,Fate/Grand Order -絶対魔獣戦線バビロニア-,https://myanimelist.net/anime/38084/Fate_Grand_Order__Zettai_Majuu_Sensen_Babylonia,https://cdn.myanimelist.net/images/anime/1194/103420.jpg,TV,Finished Airing,7.94,143931.0,2019-10-05 00:00:00+00:00,2020-03-21T00:00:00+00:00,"A.D. 2016, the foundations of humanity have been incinerated by the Mage King Solomon. Chaldea, a secret mages organization with the mission to preserve humanity's future, foresaw mankind's extinction in 2015. Thus commenced the operation to repair the Singularities in history caused by Holy Grails dispersed across time and space—Operation Grand Order. 

Using the Rayshift time travel technology, Chaldea's last master Ritsuka Fujimaru and his demi-servant Mash Kyrielight have traveled to and resolved six Singularities. Now, they depart for their most dangerous destination yet: a civilization in the Age of Gods, B.C. 2655 Mesopotamia. Ritsuka and Mash soon discover that Demonic Beasts roam the land, attacking people and towns. Amidst chaos and terror lies humanity's last defense—Uruk, a fortress city that acts as the frontline for the battle against the beasts. The battlefront is commanded by none other than King Gilgamesh, the King of Heroes, who sought aid from Heroic Spirits and took on the role of a mage to protect his city. 

Along with Gilgamesh and the summoned servants, Ritsuka and Mash must protect Uruk against the magical beasts' onslaught and defeat the Three Goddess Alliance who aims to eradicate humankind; all the while, a greater threat looms over Uruk, preparing for its awakening.

[Written by MAL Rewrite]",789.0,890,304375,2627,"['Action', 'Fantasy']",['CloverWorks'],['Isekai'],[],Game,PG-13 - Teens 13 or older,21.0,Fall,2019.0,"['Aniplex', 'Notes', 'Delightworks']",[],['Aniplex of America'],"['Crunchyroll', 'Netflix']"
42855,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,腐男子召喚〜異世界で神獣にハメられました〜,https://myanimelist.net/anime/42855/Fudanshi_Shoukan__Isekai_de_Shinjuu_ni_Hameraremashita,https://cdn.myanimelist.net/images/anime/1451/122471.jpg,ONA,Finished Airing,5.73,1269.0,2020-09-10 00:00:00+00:00,2020-10-01T00:00:00+00:00,"Kotone is a fudanshi. One day while he was buying BL manga outside of a manga stand, a truck loses control and kills him with BL manga all over him. To his surprise, he wakes up in an Asian ancient-looking palace. A man named Nagi, that is half serpent, tells him that he is now his Miko. They need to have sex in order for Nagi to become a higher being and become a Dragon. Kotone knows everything about BL and he realizes that he will be the bottom. Kotone will use his knowledge of BL to not fall in love and not a bottom in this Isekai world.

(Source: MU)",11587.0,9669,4369,7,"['Boys Love', 'Fantasy']",['AQUA ARIS'],['Isekai'],[],Web manga,PG-13 - Teens 13 or older,4.0,Fall,,['Bit grooove promotion'],[],[],[]
50290,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season,腐男子召喚〜異世界で神獣にハメられました〜 2nd,https://myanimelist.net/anime/50290/Fudanshi_Shoukan__Isekai_de_Shinjuu_ni_Hameraremashita_2nd_Season,https://cdn.myanimelist.net/images/anime/1519/119168.jpg,ONA,Finished Airing,5.65,497.0,2021-11-03 00:00:00+00:00,2021-11-17T00:00:00+00:00,Second season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,11946.0,13320,1467,0,"['Boys Love', 'Fantasy']",['AQUA ARIS'],['Isekai'],[],Web manga,PG-13 - Teens 13 or older,3.0,Fall,,[],[],[],[]
2572,Fushigi no Kuni no Alice,ふしぎの国のアリス,https://myanimelist.net/anime/2572/Fushigi_no_Kuni_no_Alice,https://cdn.myanimelist.net/images/anime/13/22277.jpg,TV,Finished Airing,6.44,1435.0,1983-10-10 00:00:00+00:00,1984-03-26T00:00:00+00:00,"A retelling of Lewis Carroll's classic tale of the young girl Alice, who follows a white rabbit into a hole, only to find herself in Wonderland, where she meets many interesting characters, both the mysterious Cheshire Cat and the terrible Queen of Hearts.

(Source: ANN)",7684.0,9993,3964,9,"['Adventure', 'Fantasy']",['Nippon Animation'],"['Anthropomorphic', 'Isekai']",['Kids'],Book,G - All Ages,24.0,Fall,1983.0,[],[],[],[]
123,Fushigi Yuugi,ふしぎ遊戯,https://myanimelist.net/anime/123/Fushigi_Yuugi,https://cdn.myanimelist.net/images/anime/2/20140.jpg,TV,Finished Airing,7.6,53865.0,1995-04-06 00:00:00+00:00,1996-03-28T00:00:00+00:00,"During a visit to the National Library, Miaka Yuuki and Yui Hongo stumble upon a strange old book that casts a red light, sucking them inside its unfamiliar world. Upon arrival, the two encounter hostile slave traders and barely escape with the help of Tamahome—a powerful young man bearing a Chinese symbol on his forehead. But, a moment later, the red light returns and takes Yui away. 

Desperate to reunite with her companion, Miaka asks Tamahome for assistance. However, the situation escalates when the pair encounters the land's emperor, Hotohori, who believes Miaka is the foretold priestess of the kingdom's protector god Suzaku. By gathering the god's seven Celestial Warriors, the priestess can summon Suzaku and have all her wishes granted. Hotohori hopes this will save his country, and since it appears to be a fitting solution to the girl's problems as well, he convinces her to accept the role.

Meanwhile, at the library, Yui realizes she has been brought back alone. Unable to intervene, she helplessly witnesses Miaka traversing through courageous trials as the mysterious book's heroine.

[Written by MAL Rewrite]",1641.0,1959,126615,2146,"['Action', 'Adventure', 'Fantasy', 'Romance']",['Studio Pierrot'],"['Historical', 'Isekai', 'Martial Arts', 'Reverse Harem']",['Shoujo'],Manga,PG-13 - Teens 13 or older,52.0,Spring,1995.0,"['TV Tokyo', 'Yomiko Advertising', 'Apollon']",[],"['Media Blasters', 'Geneon Entertainment USA']",['Crunchyroll']
380,Fushigi Yuugi OVA,ふしぎ遊戯,https://myanimelist.net/anime/380/Fushigi_Yuugi_OVA,https://cdn.myanimelist.net/images/anime/1171/92443.jpg,OVA,Finished Airing,7.12,12632.0,1996-10-25 00:00:00+00:00,1997-02-25T00:00:00+00:00,"Having concluded their adventure inside the mystical book The Universe of the Four Gods, Miaka Yuuki and Yui Hongo resume their ordinary lives with but one exception: upon returning to the real world, Miaka is permitted to bring her beloved Tamahome along with her. 

Unfortunately, shortly afterward, new troubles threaten the couple's hard-earned happiness. During a visit to the graves of the two other girls who had traveled inside The Universe of the Four Gods, Tamahome is engulfed by a red light and disappears right before Miaka's eyes. Witnessing the puzzling incident, her brother Keisuke and his best friend Tetsuya Kajiwara resolve to help the heartbroken Miaka find her boyfriend again. 

Meanwhile, Tamahome has been brought back into the book, only to discover that 50 years had passed since his departure. To his surprise, he learns that he has now switched identities with his former enemy, Nakago. Will the two lovers triumph over these adversities to reunite once more, or are they doomed to remain separated forever?


Fushigi Yuugi Otsukare Ian Bus Ryokou: Kindan no Josei Onsen-hen
The Celestial Warriors of gods Suzaku and Seiryuu, alongside their priestesses, Miaka Yuuki and Yui Hongo, are granted a bus trip to a special hot spring resort to enjoy some leisure time. Despite the extensive journey, the lively party spices up the experience by playing mischievous tricks on each other, completely unaware of the surprise awaiting them at their destination.

[Written by MAL Rewrite]",3894.0,4895,24477,53,"['Action', 'Adventure', 'Fantasy', 'Romance']",['Studio Pierrot'],"['Historical', 'Isekai', 'Martial Arts']",['Shoujo'],Manga,PG-13 - Teens 13 or older,3.0,Fall,,"['Bandai Visual', 'Movic']",[],"['Media Blasters', 'Geneon Entertainment USA']",[]
381,Fushigi Yuugi: Dai Ni Bu,ふしぎ遊戯　第二部,https://myanimelist.net/anime/381/Fushigi_Yuugi__Dai_Ni_Bu,https://cdn.myanimelist.net/images/anime/1591/92444.jpg,OVA,Finished Airing,7.24,10942.0,1997-05-25 00:00:00+00:00,1998-10-25T00:00:00+00:00,"After Tamahome is reborn into the real world as Taka Sukunami, it does not take long until he meets Miaka Yuuki again, leading to their romance blooming once more. However, the appearance of Ren Shigyou—a new student at Miaka's high school—disturbs their blissful days.

Resentful of the happy lovers, Shigyou uses his unusual manipulative skills to quickly become popular and rally his classmates against Miaka and Taka. As Shigyou's followers unexpectedly attack the pair, the two end up falling from the school's roof into a red light and are transported to The Universe of the Four Gods realm.

Returning to the place where Taka once lived as Tamahome, the couple learns that an evil demon is behind the recent events. To make matters worse, Taka risks disappearing from existence unless he recovers his previous life's memories, which are stored in seven jewels. Joining forces with their former companions, Miaka and Taka embark on a quest against the clock to retrieve the precious stones before it is too late.

[Written by MAL Rewrite]",3227.0,5121,21920,43,"['Action', 'Adventure', 'Fantasy', 'Romance']",['Studio Pierrot'],"['Historical', 'Isekai', 'Martial Arts']",['Shoujo'],Manga,PG-13 - Teens 13 or older,6.0,Spring,,[],[],"['Media Blasters', 'Geneon Entertainment USA']",['Crunchyroll']
124,Fushigi Yuugi: Eikouden,ふしぎ遊戯 -永光伝,https://myanimelist.net/anime/124/Fushigi_Yuugi__Eikouden,https://cdn.myanimelist.net/images/anime/11/67701.jpg,OVA,Finished Airing,6.79,9456.0,2001-12-21 00:00:00+00:00,2002-06-25T00:00:00+00:00,"After years of hardships interfered with their love, Miaka Yuuki and Taka Sukunami are finally married and expecting a baby—the pinnacle of their unbreakable bond. Unfortunately, not everyone rejoices alongside the blessed couple. Mayo Sakaki, one of Taka's students, has a crush on him and cannot bear witnessing the pair's flourishing relationship.

Upon discovering The Universe of the Four Gods, Mayo learns that the old book is where Miaka and Taka first met as the priestess of the god Suzaku and the god's Celestial Warrior Tamahome. Unscrupulous about destroying a happy family, Mayo readily ventures inside with hopes of becoming the new priestess of Suzaku and rewriting the story to her advantage.

Meanwhile, her actions do not delay to show devastating effects. Leaving an unconscious Miaka at the hospital, Taka must follow Mayo to The Universe of the Four Gods and stop her before the circumstances worsen for his wife and their unborn child.

[Written by MAL Rewrite]",5528.0,5421,19030,38,"['Adventure', 'Drama', 'Fantasy', 'Romance']",['Studio Pierrot'],['Isekai'],['Shoujo'],Manga,PG-13 - Teens 13 or older,4.0,Winter,,[],[],"['Media Blasters', 'Geneon Entertainment USA']",['Crunchyroll']
48760,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",骸骨騎士様、只今異世界へお出掛け中,https://myanimelist.net/anime/48760/Gaikotsu_Kishi-sama_Tadaima_Isekai_e_Odekakechuu,https://cdn.myanimelist.net/images/anime/1361/120706.jpg,TV,Finished Airing,7.14,180462.0,2022-04-07 00:00:00+00:00,2022-06-23T00:00:00+00:00,"After falling asleep while playing an online game, a man wakes up and finds himself transported to that game's world as his in-game character, Arc. He wastes no time adjusting to his new environment, but soon realizes that he is using the skeleton avatar he chose when creating his character, which forces him to hide his visage to avoid unwanted attention.

Arc goes to the nearby castle town of Luvierte, hoping to become an adventurer and take on quests to earn money. With his overpowered abilities, Arc embarks on a fantastical journey—exploring diverse territories, looting various monsters, and helping people get out of sticky situations. However, his seemingly innocuous actions may soon involve him in a brewing large-scale conflict that will forever alter the fate of the realm.

[Written by MAL Rewrite]",3806.0,742,356867,1818,"['Action', 'Adventure', 'Fantasy']","['Studio KAI', 'HORNETS']",['Isekai'],[],Light novel,R - 17+ (violence & profanity),12.0,Spring,2022.0,"['Pony Canyon', 'AT-X', 'DAX Production', 'Docomo Anime Store', 'Overlap', 'Crunchyroll', 'Muse Communication', 'MAGNET']",[],[],"['Crunchyroll', 'Animax Korea', 'Bahamut Anime Crazy', 'Bilibili Global', 'CatchPlay', 'Genflix', 'Laftel', 'MeWatch', 'Muse Asia', 'Sushiroll', 'Upstream', 'iQIYI']"
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",GATE（ゲート）自衛隊　彼の地にて、斯く戦えり,https://myanimelist.net/anime/28907/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri,https://cdn.myanimelist.net/images/anime/8/76222.jpg,TV,Finished Airing,7.68,478921.0,2015-07-04 00:00:00+00:00,2015-09-19T00:00:00+00:00,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku Youji Itami is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly appears. From this gate, supernatural creatures and warriors clad in medieval armor emerge, charging through the city, killing and destroying everything in their path. With swift actions, Youji saves as many lives as he can while the rest of the JSDF direct their efforts toward stopping the invasion.

Three months after the attack, Youji has been tasked with leading a special recon team, as part of a JSDF task force, that will be sent to the world beyond the gate—now being referred to as the ""Special Region."" They must travel into this unknown world in order to learn more about what they are dealing with and attempt to befriend the locals in hopes of creating peaceful ties with the ruling empire. But if they fail, they face the consequence of participating in a devastating war that will engulf both sides of the gate.

[Written by MAL Rewrite]",1398.0,235,864048,6560,"['Action', 'Adventure', 'Fantasy']",['A-1 Pictures'],"['Isekai', 'Military']",[],Light novel,R - 17+ (violence & profanity),12.0,Summer,2015.0,"['Genco', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'Bandai Namco Games']",[],['Sentai Filmworks'],"['HIDIVE', 'Netflix']"
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",GATE（ゲート）自衛隊　彼の地にて、斯く戦えり　第2クール,https://myanimelist.net/anime/31637/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri_Part_2,https://cdn.myanimelist.net/images/anime/8/77382.jpg,TV,Finished Airing,7.71,358537.0,2016-01-09 00:00:00+00:00,2016-03-26T00:00:00+00:00,"Several months have passed since the infamous Ginza Incident, with tensions between the Empire and JSDF escalating in the vast and mysterious ""Special Region"" over peace negotiations. The greed and curiosity of the global powers have also begun to grow, as reports about the technological limitations of the magical realm's archaic civilizations come to light. 

Meanwhile, Lieutenant Youji Itami and his merry band of female admirers struggle to navigate the complex political intrigue that plagues the Empire's court. Despite her best efforts, Princess Piña Co Lada faces difficulties attempting to convince her father that the JSDF has no intention of conquering their kingdom. Pressured from both sides of the Gate, Itami must consider even more drastic measures to fulfill his mission.

[Written by MAL Rewrite]",1311.0,410,590322,1941,"['Action', 'Adventure', 'Fantasy']",['A-1 Pictures'],"['Isekai', 'Military']",[],Light novel,R - 17+ (violence & profanity),12.0,Winter,2016.0,"['Genco', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'Bandai Namco Games']",[],['Sentai Filmworks'],[]
55720,Genjitsu no Rimuru: Sunshine in the Slime,幻日のリムル -SUNSHINE in the SLIME-,https://myanimelist.net/anime/55720/Genjitsu_no_Rimuru__Sunshine_in_the_Slime,https://cdn.myanimelist.net/images/anime/1615/136610.jpg,ONA,Finished Airing,5.81,2058.0,2023-06-21 00:00:00+00:00,2023-07-18T00:00:00+00:00,A collaboration anime between Genjitsu no Yohane: Sunshine in the Mirror and Tensei shitara Slime Datta Ken.,11240.0,7174,9456,38,"['Comedy', 'Fantasy']",['AQUA ARIS'],['Isekai'],[],Original,PG-13 - Teens 13 or older,2.0,Summer,,[],[],[],[]
41710,Genjitsu Shugi Yuusha no Oukoku Saikenki,現実主義勇者の王国再建記,https://myanimelist.net/anime/41710/Genjitsu_Shugi_Yuusha_no_Oukoku_Saikenki,https://cdn.myanimelist.net/images/anime/1297/118764.jpg,TV,Finished Airing,7.25,226393.0,2021-07-04 00:00:00+00:00,2021-09-26T00:00:00+00:00,"After the death of his grandfather, 19-year-old Kazuya Souma—an aspiring civil servant—is left all alone with no one to call family. Out of the blue, he is transported to the Elfrieden Kingdom, a small ailing country in another world, to be a ""hero."" An ongoing war with the demon army has put the entire world in peril, and Kazuya was summoned to aid in the conflict as an offering from Elfrieden to its allies.

Dissatisfied with being used as tribute, Kazuya decides to help the kingdom revamp its declining economy—not by way of adventuring or war, but through administrative reform. Abruptly declared the King of Elfrieden and betrothed to the princess, the ""Realist Hero"" Kazuya sets out to assemble a group of talented citizens who will assist him in his bureaucratic battles to get the kingdom back on its feet.

[Written by MAL Rewrite]",3205.0,573,441565,2750,"['Action', 'Fantasy', 'Romance']",['J.C.Staff'],"['Harem', 'Isekai', 'Military']",[],Light novel,PG-13 - Teens 13 or older,13.0,Summer,2021.0,"['KlockWorx', 'King Records', 'Overlap', 'WOWMAX', 'Yostar', 'MIGHTY MEDIA']",[],['Funimation'],"['Crunchyroll', 'Anime Digital Network', 'Aniplus TV', 'Bahamut Anime Crazy', 'Bilibili', 'Hulu', 'Laftel', 'Shahid', 'iQIYI']"
49930,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,現実主義勇者の王国再建記,https://myanimelist.net/anime/49930/Genjitsu_Shugi_Yuusha_no_Oukoku_Saikenki_Part_2,https://cdn.myanimelist.net/images/anime/1088/120068.jpg,TV,Finished Airing,7.43,148951.0,2022-01-09 00:00:00+00:00,2022-04-03T00:00:00+00:00,"Together with his talented aides, the ""Realist Hero"" Kazuya Souma continues his quest of reinvigorating the Elfrieden Kingdom through administrative reform. Having successfully conquered Van—the capital city of the Principality of Amidonia—Kazuya now faces the envoy from Gran Chaos Empire, who wishes to impose punishment for breaching the ban on war established by the Mankind Declaration Treaty. Despite the dire situation, Kazuya sees a path to avoid unnecessary conflict whilst gaining new allies. With his plan being seemingly perfect, the only barrier to success is gaining approval from the envoy.

[Written by MAL Rewrite]",2316.0,931,287664,1440,"['Action', 'Fantasy', 'Romance']",['J.C.Staff'],"['Harem', 'Isekai', 'Military']",[],Light novel,PG-13 - Teens 13 or older,13.0,Winter,2022.0,"['Magic Capsule', 'KlockWorx', 'King Records', 'Overlap', 'WOWMAX', 'MIGHTY MEDIA']",[],['Funimation'],"['Crunchyroll', 'Anime Digital Network', 'Aniplus TV', 'Bahamut Anime Crazy', 'Bilibili', 'Hulu', 'JonuPlay', 'Laftel', 'Shahid', 'iQIYI']"
2196,Genmu Senki Leda,幻夢戦記レダ,https://myanimelist.net/anime/2196/Genmu_Senki_Leda,https://cdn.myanimelist.net/images/anime/1186/133568.jpg,OVA,Finished Airing,6.26,3632.0,1985-03-01 00:00:00+00:00,,"For a year and a half, Youko Asagiri has fostered an unrequited love for one of her classmates. To express her affection, she composes a piano solo that she plans to show him when she confesses. When the moment of truth comes, however, Youko is not brave enough to speak to her classmate, and the ground suddenly swallows her up!

In an instant, Youko finds herself in the mysterious realm of ""Ashanti."" She quickly makes friends with a talking dog named Lingam, who explains that Ashanti is a sister realm of ""Noa,"" the realm that Youko came from. The two worlds were once connected, but they were separated long ago by the warrior Leda in order to protect the people of Noa. Now, Youko's arrival has temporarily opened a path between the realms, which the evil forces of Zell intend to make permanent.

The forces of Zell steal Youko's cassette player under the belief that it is the mythical ""Heart of Leda,"" a necessary artifact for their nefarious plans. However, Youko manages to evade their capture by transforming into Leda's warrior. With these new powers, will she be able to protect the people of Noa and return to her own world?

[Written by MAL Rewrite]",8754.0,7206,9326,16,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Kaname Productions'],"['Isekai', 'Mecha']",[],Original,PG-13 - Teens 13 or older,1.0,Spring,,['TOHO'],[],['Nozomi Entertainment'],[]
241,Girls Bravo: First Season,GIRLSブラボー first season,https://myanimelist.net/anime/241/Girls_Bravo__First_Season,https://cdn.myanimelist.net/images/anime/12/48027.jpg,TV,Finished Airing,6.35,74658.0,2004-07-05 00:00:00+00:00,2004-09-27T00:00:00+00:00,"Small for his age, Yukinari has been bullied and abused by girls all his life. Now in high school, he has developed a rare condition: whenever girls touch him, or even come close, he breaks out in hives. Imagine his surprise, when he is suddenly transported to the city of Seiren on a mystic world invisibly orbiting the Earth, and populated with vast numbers of women and very few men. Fortunately, he has a new friend, Miharu-chan, whose touch inexplicably doesn't affect him.

(Source: ANN)",8199.0,1636,157806,336,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",['AIC Spirits'],"['Harem', 'Isekai', 'School']",['Shounen'],Manga,R+ - Mild Nudity,11.0,Summer,2004.0,"['AIC', 'Lantis', 'Kadokawa Shoten', 'Fuji TV', 'Rakuonsha', 'KlockWorx', 'Happinet Pictures']",[],"['Funimation', 'Geneon Entertainment USA']",[]
487,Girls Bravo: Second Season,GIRLSブラボー second season,https://myanimelist.net/anime/487/Girls_Bravo__Second_Season,https://cdn.myanimelist.net/images/anime/1538/133872.jpg,TV,Finished Airing,6.59,50269.0,2005-01-27 00:00:00+00:00,2005-04-21T00:00:00+00:00,"Small for his age, Yukinari has been bullied and abused by girls all his life. Now in high school, he has developed a rare condition: whenever girls touch him, or even come close, he breaks out in hives. Imagine his surprise, when he is suddenly transported to the city of Seiren on a mystic world invisibly orbiting the Earth, and populated with vast numbers of women and very few men. Fortunately, he has a new friend, Miharu-chan, whose touch inexplicably doesn't affect him.

(Source: ANN)",6735.0,2375,95892,139,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",['AIC Spirits'],"['Harem', 'Isekai', 'School']",['Shounen'],Manga,R+ - Mild Nudity,13.0,Winter,2005.0,"['WOWOW', 'AIC', 'Lantis', 'Kadokawa Shoten', 'Rakuonsha', 'KlockWorx', 'Happinet Pictures']",[],"['Funimation', 'Geneon Entertainment USA']",[]
62286,Guimi Zhi Zhu: Caidan,诡秘之主: 彩蛋,https://myanimelist.net/anime/62286/Guimi_Zhi_Zhu__Caidan,https://cdn.myanimelist.net/images/anime/1120/151941.jpg,ONA,Finished Airing,6.81,747.0,2025-06-28 00:00:00+00:00,2025-08-16T00:00:00+00:00,Chibi side stories released alongside the main series.,5439.0,11144,2798,7,"['Comedy', 'Fantasy']",['B.CMAY PICTURES'],"['Adult Cast', 'Isekai', 'Urban Fantasy']",[],Web novel,R - 17+ (violence & profanity),9.0,Summer,,"['Tencent Video', 'China Literature Limited']",[],[],[]
49818,Guimi Zhi Zhu: Xiaochou Pian,诡秘之主 小丑篇,https://myanimelist.net/anime/49818/Guimi_Zhi_Zhu__Xiaochou_Pian,https://cdn.myanimelist.net/images/anime/1952/149229.jpg,ONA,Finished Airing,8.66,37698.0,2025-06-28 00:00:00+00:00,2025-08-16T00:00:00+00:00,"In a Victorian world of steam, dreadnoughts, and occult horrors, Zhou Mingrui awakens as Klein Moretti. He walks a razor's edge between light and darkness, entangled with warring Churches. This is the legend of unlimited potential...and unspeakable danger.

(Source: Crunchyroll)",77.0,1790,141186,2709,"['Action', 'Fantasy', 'Mystery', 'Suspense']",['B.CMAY PICTURES'],"['Adult Cast', 'Isekai', 'Urban Fantasy']",[],Web novel,R - 17+ (violence & profanity),13.0,Summer,,"['Tencent Video', 'China Literature Limited']",[],[],['Crunchyroll']
38830,"Hachi-nan tte, Sore wa Nai deshou!",八男って、それはないでしょう！,https://myanimelist.net/anime/38830/Hachi-nan_tte_Sore_wa_Nai_deshou,https://cdn.myanimelist.net/images/anime/1834/110718.jpg,TV,Finished Airing,6.27,142634.0,2020-04-02 00:00:00+00:00,2020-06-18T00:00:00+00:00,"Waking up in a new world, 25-year-old Shingo Ichinomiya realizes that he is in the body of a six-year-old. Retaining memories of his stressful life working at a firm company, Shingo learns that the person he is occupying is Wendelin Von Benno Baumeister, the eighth son of a poor noble family living in the countryside. Awoken to his bizarre situation, Wendelin strives to change his financial and social status for the better. His newly discovered great magical aptitude may prove to be just what he needs to achieve that goal.

[Written by MAL Rewrite]",8678.0,1015,266779,524,"['Action', 'Fantasy']","['SynergySP', 'Shin-Ei Animation']","['Isekai', 'Reincarnation']",[],Light novel,PG-13 - Teens 13 or older,12.0,Spring,2020.0,"['Satelight', 'Frontier Works', 'flying DOG', 'Kadokawa Media House', 'Exa International', 'Kadokawa', 'GREE', 'arma bianca']",[],['Crunchyroll'],['Crunchyroll']
15729,Hagure Yuusha no Aesthetica: Hajirai Ippai,はぐれ勇者の鬼畜美学〈エステティカ〉恥じらいいっぱい,https://myanimelist.net/anime/15729/Hagure_Yuusha_no_Aesthetica__Hajirai_Ippai,https://cdn.myanimelist.net/images/anime/9/43079.jpg,Special,Finished Airing,6.49,22707.0,2012-09-26 00:00:00+00:00,2013-02-27T00:00:00+00:00,DVD/BD Specials,7313.0,3436,50345,45,"['Comedy', 'Ecchi']",['Arms'],['Isekai'],[],Unknown,R+ - Mild Nudity,6.0,Fall,,[],[],['Funimation'],[]
